NQGS,NASDAQ Global Select Market Composite In
DTEC,NASDAQ Greater Dallas Chamber Index
IXHC,NASDAQ Healthcare Index
@QNET,NASDAQ INTERNET INDEX
NETR,NASDAQ-100 Equal Weighted TR Index
NXTR,NASDAQ-100 Ex-Tech Sector TR Index
NTTR,NASDAQ-100 Technology Sector TR Index
NQUD,"NMS Adv, Dec, Unch, UpVol, DnVol"
MKST,NYSE - New Hi And Low (c)
NYA,NYSE Composite Index
NYEID,NYSE Energy
NYKID,NYSE Financial
NYPID,NYSE Health Care
NYIID,NYSE Intl 100 Index
UVDV,"NYSE Sum-Up-Down-Unch,Up/Dn Vol (d)"
NYYID,NYSE TMT Index
NYID,NYSE US 100 Index
NYLID,NYSE World Leaders Index
@PSE,Pacific Technology Index (l)
DFX,PHILADELPHIA DEFENSE INDEX
BKX,Phlx Banking Index (p)
RXS,PHLX DRUG INDEX
XEX,PHLX Europe Sector
XAU,Phlx Gold & Silver Index (p)
HGX,PHLX Housing Sector
OSX,Phlx Oil Services Index
SOX,Phlx Semiconductor Index
UTY,Phlx Utility Index
FZM,PowerShares Dynamic Market Portfolio IIV
FZO,PowerShares Dynamic OTC Portfolio IIV
@CR,RJ/CRB Index
^RCT,Rogers Commodity Index
RLG,RUSSELL 1000 GROWTH
RUI,Russell 1000 Index
RLV,RUSSELL 1000 VALUE
RUO,RUSSELL 2000 GROWTH INDEX
RUT,Russell 2000 Index
RUJ,RUSSELL 2000 VALUE INDEX
RAG,RUSSELL 3000 GROWTH INDEX
RUA,Russell 3000 Index
RAV,RUSSELL 3000 VALUE INDEX
@AAE,S&P  Custom/ABN AMRO Renewable
OEX,"S&P 100 Index (OEX) (j,m)"
TRGSPO,S&P 100 Total Return Index
SPK,S&P 1000 Mid-Small Cap
SPGL1,S&P 1200 Global
SPSUP,S&P 1500 Supercomposite
TR15GSPC,S&P 1500 TR Index
SPCG,S&P 1500/CG Growth
SPCGTR,S&P 1500/CG Growth TR
SPCPG,S&P 1500/CG Pure Growth
SPCPGTR,S&P 1500/CG Pure Growth TR
SPCPV,S&P 1500/CG Pure Value
SPCPVTR,S&P 1500/CG Pure Value TR
SPCV,S&P 1500/CG Value
SPCVTR,S&P 1500/CG Value TR
MGD,S&P 400 Midcap Growth Index
MID,S&P 400 Mid-Cap Index
MUV,S&P 400 Midcap Value Index
TRGSPC,S&P 400 TR Index
SPMG,S&P 400/CG Growth
SPMGTR,S&P 400/CG Growth TR
SPMPG,S&P 400/CG Pure Growth
SPMPGTR,S&P 400/CG Pure Growth TR
SPMPV,S&P 400/CG Pure Value
SPMPVTR,S&P 400/CG Pure Value TR
SPMV,S&P 400/CG Value
SPMVTR,S&P 400/CG Value TR
SPXEW,S&P 500 Equal Weight Index
SPXEWTR,S&P 500 Equal Weight TR
SGX,S&P 500 Growth Index
SPX,"S&P 500 Index (m,r)"
SPXZ,S&P 500 Index/10
SPXOS,S&P 500 O-Strip
@GU6,S&P 500 Total Return
SPIV,S&P 500 Value Index
SPXG,S&P 500/CG Growth
SPXGTR,S&P 500/CG Growth TR
SPXPG,S&P 500/CG Pure Growth
SPXPGTR,S&P 500/CG Pure Growth TR
SPXPV,S&P 500/CG Pure Value
SPXPVTR,S&P 500/CG Pure Value TR
SPXV,S&P 500/CG Value
SPXVTR,S&P 500/CG Value TR
SML,S&P 600 Small Cap Index
CKG,S&P 600 Smallcap Growth Index
CVK,S&P 600 Smallcap Value Index
TR6GSPC,S&P 600 TR Index
SPSG,S&P 600/CG Growth
SPSGTR,S&P 600/CG Growth TR
SPSPG,S&P 600/CG Pure Growth
SPSPGTR,S&P 600/CG Pure Growth TR
SPSPV,S&P 600/CG Pure Value
SPSPVTR,S&P 600/CG Pure Value TR
SPSVTR,S&P 600/CG Value TR
@SPY,S&P 900 Index
BIX,S&P Bank Index
SVX,S&P Barra Value Index
@SBR,S&P BRIC 40
@SBE,S&P BRIC 40 EURO
@GS12,S&P Chemicals (Diverse)
@GS14,S&P Chemicals (Special)
CEX,S&P CHEMICALS INDEX
GSPCOAL,S&P Coal and Consumable Fuel
SPCMI,S&P Completion Index
@GT75,S&P Composite - Utilities
@AAI,S&P Custom/ABN AMRO India
@AAW,S&P Custom/ABN AMRO Total
@AAM,S&P Custom/AMRO Metal & Mining
GSPREID,S&P Diversified REITS
@SGD,S&P Global 1200 Consumer Discretionary I
@SGS,S&P Global 1200 Consumer Staples Index
@SGE,S&P GLOBAL 1200 Energy Sector
@SGF,S&P GLOBAL 1200 Financial Sector
@SGH,S&P GLOBAL 1200 Health Care Sector
@SGN,S&P Global 1200 Industrials Index
@SGI,S&P GLOBAL 1200 Info Tech Sector
@SGM,S&P Global 1200 Materials Index
@SGT,S&P GLOBAL 1200 Telecom Sector
@SGU,S&P Global 1200 Utilities Index
GTC,S&P GSTI Composite Index
GHA,S&P GSTI Hardware Index
GIN,S&P GSTI Internet Index
GIP,S&P GSTI Networking Index
&GSM,S&P GSTI Semiconductor Index
GSV,S&P GSTI Services Index
GSO,S&P GSTI Software Index
GSPHCT,S&P Health Care Technology
HCX,S&P HEALTHCARE INDEX
@SPI,S&P Indust Comp
@GS13,S&P Industrial Gases
GSPREII,S&P Industrial REITS
IUX,S&P INSURANCE INDEX
GSPLSCI,S&P Life Science Tools & Services
GSPREIO,S&P Office REITS
GSPREMG,S&P Real Estate Management & Development
GSPREIR,S&P Residential REITS
RLX,S&P Retail Index
GSPRER,S&P Retail REITS
GSPRESP,S&P Specialized REITS
&SPTM,S&P Total Market Index
^TS02,S&P TSX Automobiles and Components
^TS03,S&P TSX Banks
^TS05,S&P TSX Broadcast & Cable TV
^TS06,S&P TSX Capital Goods
^TS07,S&P TSX Chemicals
^TS08,S&P TSX Communication Service Suppliers
^TS10,S&P TSX Consumer Durables & Apparels
^TS11,S&P TSX Containers & Packaging
^TS12,S&P TSX Diversified Financials
^TS13,S&P TSX Diversified Metals Mining
^TS14,S&P TSX Electric Utilities
^TS15,S&P TSX Energy Equipment Services
^TS16,S&P TSX Food and Staple Retailers
^TS17,S&P TSX Food Beverage Tobacco
^TS18,S&P TSX Food Products
^TS19,S&P TSX Gold
^TS20,S&P TSX Health Care Equipment & Services
^TS21,"S&P TSX Hotels, Restaurants & Leisure"
^TS22,S&P TSX Insurance
^TS23,S&P TSX Integrated Oil and Gas
^TS24,S&P TSX Media
^TS25,S&P TSX Metals and Mining
^TS27,S&P TSX Multiline Retailers
^TS28,S&P TSX Multi-Utilities
^TS29,S&P TSX Oil and Gas
^TS30,S&P TSX Paper and Forest Products
^TS31,S&P TSX Pharmaceuticals and Biotech
^TS32,S&P TSX Precious Metals and Mining
^TS33,S&P TSX Publishing
^TS34,S&P TSX Real Estate
^TS35,S&P TSX Retailing
^TS37,S&P TSX Software and Services
^TS38,S&P TSX Specialty Retailers
^TS39,S&P TSX Steel
^TS42,S&P TSX Transports
^CDNX,S&P/TSE CDNX Composite
^TXSC,S&P/TSX 60 COMPOSITE
^TXTC,S&P/TSX CAPPED COMPOSITE
^TTCD,S&P/TSX CDN CONS DISCRET
^TTCS,S&P/TSX CDN CONS STAPLES
^TTMN,S&P/TSX CDN DV MET & MNG
^TTHC,S&P/TSX CDN HEALTH CARE
^TTIN,S&P/TSX CDN INDUSTRIALS
^TTMT,S&P/TSX CDN MATERIALS
^TTRE,S&P/TSX CDN REAL ESTATE
^TTTS,S&P/TSX CDN TELECOM SVCS
^TTUT,S&P/TSX CDN UTILITIES
TCMP,S&P/TSX Composite Index
^SBRIN,Sabrient Insider Index
^SBRST,Sabrient Stealth Index
XSH,SEMICONDUCTOR HLDG INDEX
^TRIN,Short-Term Trading Index
SCP,SIG Coal Producers Index
EPX,SIG Oil Production & Exploration Index
NYAC,Six Most Active Stocks
DXS,Spade Defense Index
SXV,SPDR Underlying
TRGSPL,Telecommunications TR Index
@TICA,Tick Amex
@TICQ,Tick Nasdaq
@TICN,Tick NYSE
TRGSPTRN,Transports TR Index
^TXLX,TSE S&P 60 Index
^TTEN,TSE S&P Energy Index
^TTFS,TSE S&P Financials Index
^TTGD,TSE S&P Gold Index
^TTTK,TSE S&P Information Tech Index
USLX,US 60 Stock Index
@DXY,US DOLLAR INDEX
TRGSPU,Utilities TR Index
VAY,Value Line Arithmetic Index
VLIC,Value Line Geometric Index (p)
@WSDP,Wachovia ELCD 153
ECO,WILDERHILL CLEAN ENERGY IND
NEX,WilderHill New Energy Global Innovation
@WBHT,William Blair Health Care IT
^DCWPF,Wilshire 4500
^W450,Wilshire 4500 Completion Index
^WIL5,Wilshire 5000 Index
^W5000,WILSHIRE 5000 TMI FULL CAP
^W5000FLT,Wilshire 5000 Total Market Index
^WXRESI,Wilshire exUS Real Estate Securities In
^WXREIT,Wilshire exUS REIT Index
^WGRESI,Wilshire Global Real Estate Securities I
^WGREIT,Wilshire Global REIT Index
^W5KLCG,Wilshire US Large-Cap Growth Index
^W5KL,Wilshire US Large-Cap Index
^W5KLCV,Wilshire US Large-Cap Value Index
^W5KMICRO,Wilshire US Micro-Cap Index
^W5KMCG,Wilshire US Mid-Cap Growth Index
^W5KM,Wilshire US Mid-Cap Index
^W5KMCV,Wilshire US Mid-Cap Value Index
^WILRESI,Wilshire US Real Estate Securities Index
^WILREIT,Wilshire US REIT Index
^W5KSCG,Wilshire US Small-Cap Growth Index
^W5KS,Wilshire US Small-Cap Index
^W5KSCV,Wilshire US Small-Cap Value Index
